Hasil Pilkada,Jumlah Paslon,Nama Daerah,Jalur Pencalonan,Nama Kandidat (1),Nama Kandidat (2),Gender (1),Gender (2),Usia (1),Usia (2),Latar Belakang Profesi (1),Latar Belakang Profesi (2),Petahana? (1),Petahana? (2),Jumlah PARPOL Pendukung,Persentase PARPOL Pendukung,Jumlah Kursi Pendukung (DPR),Jumlah Kursi Pendukung (DPRD)
Kalah,3,Provinsi Bengkulu,PARPOL,Helmi Hasan,Muslihan DS,L,L,41,74,SIPIL,SIPIL,0,0,3,0.250,0.179,0.222
Menang,3,Provinsi Bengkulu,PARPOL,Rohidin Mersyah,Rosjonsyah Syahili,L,L,50,56,SIPIL,SIPIL,1,0,6,0.500,0.584,0.511
Kalah,3,Provinsi Bengkulu,PARPOL,Agusrin Maryono Najamuddin,Imron Rosyadi,L,L,51,59,SIPIL,SIPIL,0,0,2,0.167,0.237,0.222
Kalah,3,Provinsi Jambi,PARPOL,Cek Endra,Ratu Munawaroh,L,P,62,43,SIPIL,SIPIL,0,0,4,0.333,0.473,0.327
Kalah,3,Provinsi Jambi,PARPOL,Fachrori Umar,Syafril Nursal,L,L,68,58,SIPIL,TNI/POLRI,1,0,4,0.333,0.263,0.345
Menang,3,Provinsi Jambi,PARPOL,Al Haris,Abdullah Sani,L,L,47,64,SIPIL,SIPIL,0,0,4,0.333,0.264,0.309
Kalah,3,Provinsi Kepulauan Riau,PARPOL,Soerya Respationo,Iman Sutiawan,L,L,61,45,SIPIL,SIPIL,0,0,3,0.250,0.459,0.333
Kalah,3,Provinsi Kepulauan Riau,PARPOL,Isdianto,Suryani,L,P,59,47,SIPIL,SIPIL,2,0,3,0.250,0.181,0.289
Menang,3,Provinsi Kepulauan Riau,PARPOL,Ansar Ahmad,Marlin Agustina Rudi,L,P,56,49,SIPIL,SIPIL,0,0,4,0.333,0.360,0.378
Menang,2,Provinsi Kalimantan Selatan,PARPOL,Sahbirin Noor,Muhidin,L,L,53,62,SIPIL,SIPIL,1,0,8,0.667,0.737,0.727
Kalah,2,Provinsi Kalimantan Selatan,PARPOL,Denny Indrayana,Difriadi Darjat,L,L,48,59,SIPIL,SIPIL,0,0,4,0.333,0.263,0.273
Kalah,2,Provinsi Kalimantan Tengah,PARPOL,Ben Brahim S. Bahat,Ujang Iskandar,L,L,62,59,SIPIL,SIPIL,0,0,3,0.250,0.230,0.267
Menang,2,Provinsi Kalimantan Tengah,PARPOL,Sugianto Sabran,Edy Pratowo,L,L,47,51,SIPIL,SIPIL,1,0,7,0.583,0.770,0.711
Kalah,3,Provinsi Kalimantan Utara,PARPOL,Udin Hianggio,Undunsyah,L,L,74,58,SIPIL,SIPIL,2,0,2,0.167,0.101,0.200
Kalah,3,Provinsi Kalimantan Utara,PARPOL,Irianto Lambrie,Irwan Sabri,L,L,62,32,SIPIL,SIPIL,1,0,5,0.417,0.414,0.343
Menang,3,Provinsi Kalimantan Utara,PARPOL,Zainal Arifin Paliwang,Yansen Tipa Padan,L,L,58,60,TNI/POLRI,SIPIL,0,0,4,0.333,0.485,0.429
Kalah,3,Provinsi Sulawesi Utara,PARPOL,Christiany Eugenia Paruntu,Sehan Salim Landjar,P,L,53,57,SIPIL,SIPIL,0,0,4,0.333,0.318,0.289
Kalah,3,Provinsi Sulawesi Utara,PARPOL,Vonnie Anneke Panambunan,Hendry Corneles Mamengko Runtuwene,P,L,59,50,SIPIL,SIPIL,0,0,2,0.167,0.190,0.222
Menang,3,Provinsi Sulawesi Utara,PARPOL,Olly Dondokambey,Steven Kandouw,L,L,59,51,SIPIL,SIPIL,1,2,5,0.417,0.492,0.467
Kalah,2,Provinsi Sulawesi Tengah,PARPOL,Hidayat Lamakarate,Bartholomeus Tandigala,L,L,50,59,SIPIL,SIPIL,0,0,2,0.167,0.358,0.267
Menang,2,Provinsi Sulawesi Tengah,PARPOL,Rusdy Mastura,Ma'mun Amir,L,L,70,68,SIPIL,SIPIL,0,0,8,0.667,0.642,0.689
Kalah,4,Provinsi Sumatera Barat,PARPOL,Mulyadi,Ali Mukhni,L,L,57,64,SIPIL,SIPIL,0,0,2,0.167,0.170,0.308
Kalah,4,Provinsi Sumatera Barat,PARPOL,Nasrul Abit,Indra Catri,L,L,66,59,SIPIL,SIPIL,2,0,1,0.083,0.136,0.215
Kalah,4,Provinsi Sumatera Barat,PARPOL,Fakhrizal,Genius Umar,L,L,57,48,TNI/POLRI,SIPIL,0,0,6,0.500,0.351,0.215
Menang,4,Provinsi Sumatera Barat,PARPOL,Mahyeldi Ansharullah,Audy Joinaldy,L,L,54,37,SIPIL,SIPIL,0,0,2,0.167,0.120,0.215
Kalah,3,Asahan,PARPOL,Nurhajizah Marpaung,Henri Siregar,P,L,64,45,SIPIL,SIPIL,0,0,4,0.333,0.426,0.267
Menang,3,Asahan,PARPOL,Surya,Taufik Zainal Abidin,L,L,65,52,SIPIL,SIPIL,1,0,5,0.417,0.351,0.511
Kalah,3,Asahan,PARPOL,Rosmansyah,Winda Fitrika,L,P,43,46,SIPIL,SIPIL,0,0,2,0.167,0.223,0.200
Menang,1,Humbang Hasundutan,PARPOL,Dosmar Banjarnahor,Oloan Paniaran Nababan,L,L,44,46,SIPIL,TNI/POLRI,1,0,6,0.500,0.703,0.880
Kalah,5,Karo,PARPOL,Jusua Ginting,Saberina Tarigan,L,P,58,59,SIPIL,SIPIL,0,0,3,0.250,0.103,0.286
Kalah,5,Karo,PERORANGAN,Cuaca Bangun,Agen Purba,L,L,52,64,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,Karo,PARPOL,Iwan Sembiring Depari,Budianto Surbakti,L,L,60,49,SIPIL,SIPIL,0,0,1,0.083,0.223,0.229
Kalah,5,Karo,PARPOL,Yus Felesky Surbakti,Paulus Sitepu,P,L,47,65,SIPIL,SIPIL,0,0,3,0.250,0.318,0.286
Menang,5,Karo,PARPOL,Cory Sriwaty Sebayang,Theopilus Ginting,P,L,70,42,SIPIL,SIPIL,2,0,1,0.083,0.136,0.143
Kalah,5,Labuhanbatu ,PARPOL,Tigor Panusunan Siregar,Idlinsah Harahap,L,L,64,51,SIPIL,SIPIL,0,0,1,0.083,0.136,0.133
Menang,5,Labuhanbatu ,PARPOL,Erik Adtrada Ritonga,Ellya Rosa Siregar,L,P,40,61,SIPIL,SIPIL,0,0,4,0.333,0.426,0.311
Kalah,5,Labuhanbatu ,PARPOL,Andi Suhaimi Dalimunthe,Faizal Amri Siregar,L,L,48,50,SIPIL,SIPIL,1,0,1,0.083,0.148,0.222
Kalah,5,Labuhanbatu ,PARPOL,Abdul Roni Harahap,Ahmad Jais Rambe,L,L,59,50,SIPIL,SIPIL,0,0,3,0.250,0.110,0.222
Kalah,5,Labuhanbatu ,PERORANGAN,Suhari Pane,Irwan Indra,L,L,46,36,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,Labuhanbatu Selatan ,PERORANGAN,Nurdin Siregar,Husni Rizal Siregar,L,L,51,47,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,5,Labuhanbatu Selatan ,PARPOL,Edimin,Ahmad Padli Tanjung,L,L,48,50,SIPIL,SIPIL,0,0,2,0.167,0.223,0.286
Kalah,5,Labuhanbatu Selatan ,PARPOL,Hasnah Harahap,Kholil Jufri Harahap,P,L,54,62,SIPIL,SIPIL,0,2,6,0.500,0.581,0.600
Kalah,5,Labuhanbatu Selatan ,PERORANGAN,Mangayat Jago Ritonga,Jon Abidin Ritonga,L,L,60,40,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,Labuhanbatu Selatan ,PERORANGAN,Maslin Pulungan,Fery Andika Dalimunthe,L,L,64,40,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,Labuhanbatu Utara ,PARPOL,Darno,Haris Muda Siregar,L,L,48,30,TNI/POLRI,SIPIL,0,0,3,0.250,0.297,0.257
Kalah,5,Labuhanbatu Utara ,PARPOL,Ali Tambunan,Raja Panusunan Rambe,L,L,60,29,SIPIL,SIPIL,0,0,1,0.083,0.148,0.200
Kalah,5,Labuhanbatu Utara ,PARPOL,Ahmad Rizal Munthe,Aripay Tambunan,L,L,50,53,SIPIL,SIPIL,0,0,3,0.250,0.445,0.257
Menang,5,Labuhanbatu Utara ,PARPOL,Hendri Yanto,Samsul Tanjung,L,L,32,43,SIPIL,SIPIL,0,0,4,0.333,0.110,0.286
Kalah,5,Labuhanbatu Utara ,PERORANGAN,Dwi Prantara,Edi Sampurna Rambey,L,L,58,55,SIPIL,SIPIL,2,0,0,0.000,0.000,0.000
Kalah,3,Mandailing Natal ,PARPOL,Muhammad Jafar Sukhairi Nasution,Atika Azmi Utammi Nasution,L,P,49,27,SIPIL,SIPIL,2,0,3,0.250,0.188,0.300
Menang,3,Mandailing Natal ,PARPOL,Dahlan Hasan Nasution,Aswin Parinduri,L,L,62,52,SIPIL,SIPIL,1,0,5,0.417,0.506,0.250
Kalah,3,Mandailing Natal ,PARPOL,Sofwat Nasution,Zubeir Lubis,L,L,61,56,SIPIL,SIPIL,0,0,3,0.250,0.306,0.375
Menang,4,Nias,PARPOL,Ya'atulö Gulö,Arota Lase,L,L,48,62,SIPIL,SIPIL,0,0,2,0.167,0.370,0.280
Kalah,4,Nias,PARPOL,Christian Zebua,Anofuli Lase,L,L,63,60,SIPIL,SIPIL,0,0,2,0.167,0.190,0.160
Kalah,4,Nias,PERORANGAN,Enanöi Dohare,Yulius Lase,L,L,53,46,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Nias,PARPOL,Arosökhi Waruwu,Asaldin Gea,L,L,57,51,SIPIL,SIPIL,2,0,2,0.167,0.230,0.360
Menang,2,Nias Barat,PARPOL,Khenoki Waruwu,Era Era Hia,L,L,55,46,SIPIL,SIPIL,2,0,2,0.167,0.077,0.250
Kalah,2,Nias Barat,PARPOL,Eliyunus Waruwu,Mareko Zebua,L,L,42,60,SIPIL,SIPIL,0,0,6,0.500,0.804,0.750
Menang,2,Nias Selatan,PARPOL,Hilarius Duha,Firman Giawa,L,L,58,48,SIPIL,SIPIL,1,0,6,0.500,0.638,0.457
Kalah,2,Nias Selatan,PARPOL,Idealisman Dachi,Sozanolo Ndruru,L,L,48,45,SIPIL,SIPIL,0,2,2,0.167,0.242,0.229
Kalah,2,Nias Utara,PARPOL,Marselinus Ingati Nazara,Otorius Harefa,L,L,50,58,SIPIL,SIPIL,1,0,4,0.333,0.600,0.560
Menang,2,Nias Utara,PARPOL,Amizaro Waruwu,Yusman Zega,L,L,44,58,SIPIL,SIPIL,0,0,4,0.333,0.179,0.440
Menang,2,Pakpak Bharat,PARPOL,Franc Bernhard Tumanggor,Mutsyuhito Solin,L,L,35,62,SIPIL,SIPIL,0,0,7,0.583,0.873,0.700
Kalah,2,Pakpak Bharat,PARPOL,Sonny P. Berutu,Ramlan Boangmanalu,L,L,45,47,SIPIL,SIPIL,0,0,1,0.083,0.094,0.250
Kalah,3,Samosir,PERORANGAN,Marhuale Simbolon,Guntur Sinaga,L,L,60,57,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,3,Samosir,PARPOL,Vandiko Timotius Gultom,Martua Sitanggang,L,L,28,66,SIPIL,SIPIL,0,0,6,0.500,0.581,0.680
Kalah,3,Samosir,PARPOL,Rapidin Simbolon,Juang Sinaga,L,L,53,63,SIPIL,SIPIL,1,2,1,0.083,0.223,0.320
Menang,2,Serdang Bedagai,PARPOL,Darma Wijaya,Adlin Umar Yusri Tambunan,L,L,48,33,SIPIL,SIPIL,2,0,8,0.667,0.734,0.733
Kalah,2,Serdang Bedagai,PARPOL,Soekirman,Ryan Novandi,L,L,65,28,SIPIL,SIPIL,1,0,3,0.250,0.266,0.267
Menang,4,Simalungun,PARPOL,Radiapoh Hasiholan Sinaga,Zonny Waldi,L,L,52,59,SIPIL,SIPIL,0,0,3,0.250,0.235,0.300
Kalah,4,Simalungun,PARPOL,Muhajidin Nur Hasim,Tumpak Siregar,L,L,36,55,SIPIL,SIPIL,0,0,2,0.167,0.230,0.260
Kalah,4,Simalungun,PERORANGAN,Maruli Wagner Damanik,Abidinsyah Saragih,L,L,59,59,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Simalungun,PARPOL,Anton Achmad Saragih,Rospita Sitorus,L,P,61,57,SIPIL,SIPIL,0,0,3,0.250,0.402,0.300
Kalah,2,Tapanuli Selatan,PARPOL,Muhammad Yusuf Siregar,Roby Agusman Harahap,L,L,69,34,SIPIL,SIPIL,0,0,2,0.167,0.103,0.229
Menang,2,Tapanuli Selatan,PARPOL,Dolly Putra Parlindungan Pasaribu,Rasyid Assaf Dongoran,L,L,40,44,SIPIL,SIPIL,0,0,6,0.500,0.734,0.629
Menang,2,Toba Samosir,PARPOL,Poltak Sitorus,Tonny Simanjuntak,L,L,55,41,SIPIL,SIPIL,0,0,2,0.167,0.223,0.200
Kalah,2,Toba Samosir,PARPOL,Darwin Siagian,Hulman Sitorus,L,L,68,62,SIPIL,SIPIL,1,2,4,0.333,0.445,0.633
Kalah,3,Binjai,PARPOL,Rahmat Sorialam Harahap,Gerindra,L,L,47,50,SIPIL,SIPIL,0,0,2,0.167,0.223,0.267
Kalah,3,Binjai,PARPOL,Lisa Andriani Lubis,PDI-P,P,L,44,49,SIPIL,SIPIL,0,0,4,0.333,0.402,0.367
Menang,3,Binjai,PARPOL,Juliadi,Golkar,L,L,45,55,SIPIL,SIPIL,0,0,3,0.250,0.275,0.367
Menang,1,Gunungsitoli,PARPOL,Lakhömizaro Zebua,Sowa'a Laoli,L,L,58,39,SIPIL,SIPIL,1,2,9,0.750,0.864,0.840
Kalah,2,Medan,PARPOL,Akhyar Nasution,Salman Alfarisi,L,L,54,47,SIPIL,SIPIL,1,0,2,0.167,0.181,0.220
Menang,2,Medan,PARPOL,Bobby Nasution,Aulia Rachman,L,L,29,42,SIPIL,SIPIL,0,0,7,0.583,0.718,0.740
Menang,1,Pematangsiantar,PARPOL,Asner Silalahi,Susanti Dewayani,L,P,53,57,SIPIL,SIPIL,0,0,8,0.667,0.779,1.000
Menang,3,Sibolga,PARPOL,Jamaluddin Pohan,Pantas Maruba Lumbantobing,L,L,54,43,SIPIL,SIPIL,0,0,5,0.417,0.567,0.572
Kalah,3,Sibolga,PARPOL,Bahdin Nur Tanjung,Edipolo Sitanggang,L,L,56,58,SIPIL,SIPIL,0,2,2,0.167,0.223,0.200
Kalah,3,Sibolga,PARPOL,"Drs. H. Ahmad Sulhan Sitompul, M. AP",Edward Siahaan,L,L,55,62,SIPIL,SIPIL,0,0,1,0.083,0.101,0.000
Kalah,3,Tanjungbalai,PARPOL,Eka Hadi Sucipto,Gustami,L,L,50,41,SIPIL,SIPIL,0,0,2,0.167,0.134,0.200
Kalah,3,Tanjungbalai,PERORANGAN,Ismail,Afrizal Zulkarnain,L,L,63,48,SIPIL,SIPIL,2,0,0,0.000,0.000,0.000
Menang,3,Tanjungbalai,PARPOL,M Syahrial,Waris,L,L,32,49,SIPIL,SIPIL,1,0,5,0.417,0.687,0.720
Kalah,4,Agam,PARPOL,Taslim Chaniago,Syafrizal,L,L,50,63,SIPIL,SIPIL,0,0,1,0.083,0.136,0.200
Kalah,4,Agam,PARPOL,Hariadi,Novi Endri,L,L,64,55,SIPIL,SIPIL,0,0,4,0.333,0.181,0.289
Kalah,4,Agam,PARPOL,Trinda Farhan Satria,M. Kasni,L,L,51,51,SIPIL,TNI/POLRI,2,0,2,0.167,0.190,0.200
Menang,4,Agam,PARPOL,Andri Warman,Irwan Fikri,L,L,57,52,SIPIL,SIPIL,0,0,2,0.167,0.170,0.289
Kalah,2,Dharmasraya,PARPOL,Panji Mursyidan,Yosrisal,L,L,27,45,SIPIL,SIPIL,0,0,4,0.333,0.402,0.400
Menang,2,Dharmasraya,PARPOL,Sutan Riska Tuanku Kerajaan,Dasril Panin Datuk Labuan,L,L,31,73,SIPIL,SIPIL,1,0,6,0.500,0.598,0.533
Kalah,4,Lima Puluh Kota,PARPOL,Muhammad Rahmad,Asyirwan Yunus,L,L,47,56,SIPIL,SIPIL,0,0,3,0.250,0.237,0.343
Kalah,4,Lima Puluh Kota,PARPOL,Darman Sahladi,Maskar Musdar Datuak Pobo,L,L,49,30,SIPIL,SIPIL,0,0,3,0.250,0.273,0.257
Menang,4,Lima Puluh Kota,PARPOL,Safaruddin Datuak Bandaro Rajo,Rizki Kurniawan Nakasri,L,L,63,33,SIPIL,SIPIL,0,0,3,0.250,0.268,0.343
Kalah,4,Lima Puluh Kota,PERORANGAN,Ferizal Ridwan,Nurkhalis,L,L,47,42,SIPIL,SIPIL,2,0,0,0.000,0.000,0.000
Menang,3,Padang Pariaman,PARPOL,Suhatri Bur,Rahmang,L,L,50,56,SIPIL,SIPIL,2,0,3,0.250,0.402,0.300
Kalah,3,Padang Pariaman,PARPOL,Tri Suryadi,Taslim,L,L,47,60,SIPIL,SIPIL,0,0,4,0.333,0.376,0.400
Kalah,3,Padang Pariaman,PARPOL,Refrizal,Happy Neldi,L,L,61,56,SIPIL,SIPIL,0,0,2,0.167,0.223,0.275
Menang,1,Pasaman,PARPOL,Benny Utama,Sabar A.S.,L,L,59,44,SIPIL,SIPIL,0,0,8,0.667,0.864,0.829
Menang,5,Pasaman Barat,PARPOL,Hamsuardi,Risnawanto,L,L,59,54,SIPIL,SIPIL,0,0,3,0.250,0.386,0.275
Kalah,5,Pasaman Barat,PARPOL,Maryanto,Yulisman,L,L,57,55,SIPIL,SIPIL,0,0,2,0.167,0.136,0.200
Kalah,5,Pasaman Barat,PARPOL,Erick Hariyona,Syawal Suro,L,L,38,53,SIPIL,SIPIL,0,0,2,0.167,0.181,0.175
Kalah,5,Pasaman Barat,PARPOL,Yulianto,Syafrial,L,L,57,50,SIPIL,SIPIL,1,0,2,0.167,0.197,0.225
Kalah,5,Pasaman Barat,PERORANGAN,Agus Susanto,Rommy Candra,L,L,49,41,SIPIL,TNI/POLRI,0,0,0,0.000,0.000,0.000
Kalah,3,Pesisir Selatan,PARPOL,Hendrajoni,Hamdanus,L,L,59,40,SIPIL,SIPIL,1,0,3,0.250,0.284,0.333
Menang,3,Pesisir Selatan,PARPOL,Rusma Yul Anwar,Rudi Hariyansyah,L,L,57,38,SIPIL,SIPIL,2,0,3,0.250,0.212,0.267
Kalah,3,Pesisir Selatan,PARPOL,Dedi Rahmanto Putra,Arfianof Rajab,L,L,40,53,SIPIL,SIPIL,0,0,5,0.417,0.504,0.356
Kalah,5,Sijunjung,PARPOL,Ashelfine,Sarikal,L,L,52,55,SIPIL,SIPIL,0,0,3,0.250,0.393,0.267
Kalah,5,Sijunjung,PERORANGAN,Endre Saifoel,Nasrul,L,L,48,53,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,5,Sijunjung,PARPOL,Benny Dwifa Yuswir,Iraddatillah,L,L,34,45,SIPIL,SIPIL,0,0,4,0.333,0.283,0.333
Kalah,5,Sijunjung,PARPOL,Arrival Boy,Mendro Suarman,L,L,48,47,SIPIL,SIPIL,2,0,1,0.083,0.136,0.133
Kalah,5,Sijunjung,PARPOL,Hendri Susanto,Indra Gunalan,L,L,35,49,SIPIL,SIPIL,0,0,2,0.167,0.188,0.200
Kalah,4,Solok,PARPOL,Nofi Candra,Yulfadri Nurdin,L,L,47,61,SIPIL,SIPIL,0,2,2,0.167,0.136,0.200
Menang,4,Solok,PARPOL,Epyardi Asda,Jon Firman Pandu,L,L,58,41,SIPIL,SIPIL,0,0,2,0.167,0.212,0.343
Kalah,4,Solok,PARPOL,Desra Ediwan Anantanur,Adli,L,L,57,51,SIPIL,SIPIL,0,0,2,0.167,0.235,0.229
Kalah,4,Solok,PARPOL,Iriadi Datuak Tumanggung,Agus Syahdeman,L,L,60,48,SIPIL,SIPIL,0,0,3,0.250,0.317,0.229
Menang,3,Solok Selatan,PARPOL,Khairunas,Yulian Efi,L,L,53,54,SIPIL,SIPIL,0,0,3,0.250,0.275,0.280
Kalah,3,Solok Selatan,PARPOL,Abdul Rahman,Rosman Effendi,L,L,53,61,SIPIL,SIPIL,1,0,3,0.250,0.325,0.400
Kalah,3,Solok Selatan,PARPOL,Erwin Ali,Marwan Efendi,L,L,51,47,SIPIL,SIPIL,0,0,3,0.250,0.177,0.280
Kalah,4,Tanah Datar,PARPOL,Zuldafri Darma,Sultani,L,L,57,50,SIPIL,SIPIL,2,0,2,0.167,0.235,0.257
Kalah,4,Tanah Datar,PARPOL,Jon Enardi,Syafruddin,L,L,55,62,SIPIL,SIPIL,0,0,3,0.250,0.325,0.229
Menang,4,Tanah Datar,PARPOL,Eka Putra,Richi Aprian,L,L,45,36,SIPIL,SIPIL,0,0,2,0.167,0.230,0.286
Kalah,4,Tanah Datar,PARPOL,Betti Shadiq Pasadigoe,Edytiawarman,P,L,59,53,SIPIL,SIPIL,0,0,2,0.167,0.110,0.229
Kalah,3,Bukittinggi,PERORANGAN,Ramlan Nurmatias,Syahrizal Datuak Palang Gagah,L,L,56,59,SIPIL,SIPIL,1,0,0,0.000,0.000,0.000
Menang,3,Bukittinggi,PARPOL,Erman Safar,Marfendi,L,L,34,57,SIPIL,SIPIL,0,0,3,0.250,0.371,0.520
Kalah,3,Bukittinggi,PARPOL,Irwandi,David Chalik,L,L,64,43,SIPIL,SIPIL,2,0,3,0.250,0.280,0.240
Kalah,4,Solok,PARPOL,Reinier,Andri Marant,L,L,56,51,SIPIL,SIPIL,2,0,4,0.333,0.391,0.250
Menang,4,Solok,PARPOL,Zul Elfian,Ramadhani Kirana Putra,L,L,59,33,SIPIL,SIPIL,1,0,3,0.250,0.266,0.300
Kalah,4,Solok,PARPOL,Ismael Koto,Edi Candra,L,L,53,54,SIPIL,SIPIL,0,0,2,0.167,0.000,0.200
Kalah,4,Solok,PARPOL,Yutris Can,Irman Yefri Adang,L,L,51,49,SIPIL,SIPIL,0,0,2,0.167,0.242,0.250
Kalah,4,Bengkalis,PARPOL,Kaderismanto,Iyeth Bustami,L,P,42,47,SIPIL,SIPIL,0,0,2,0.167,0.324,0.200
Kalah,4,Bengkalis,PARPOL,Abi Bahrun,Herman,L,L,41,50,SIPIL,SIPIL,0,0,2,0.167,0.120,0.200
Menang,4,Bengkalis,PARPOL,Kasmarni,Bagus Santoso,P,L,46,51,SIPIL,SIPIL,0,0,5,0.417,0.409,0.400
Kalah,4,Bengkalis,PARPOL,Indra Gunawan Eet,Samsu Dalimunte,L,L,47,54,SIPIL,SIPIL,0,0,1,0.083,0.148,0.178
Kalah,5,Indragiri Hulu,PERORANGAN,Nurhadi,Toni Sutianto,L,L,57,49,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,5,Indragiri Hulu,PARPOL,Rezita Meylani Yopi,Junaidi Rachmat,P,L,26,56,SIPIL,SIPIL,0,0,3,0.250,0.250,0.275
Kalah,5,Indragiri Hulu,PARPOL,Siti Aisyah,Agus Rianto,P,L,53,58,SIPIL,SIPIL,0,0,3,0.250,0.169,0.200
Kalah,5,Indragiri Hulu,PARPOL,Wahyu Adi,Supriati,L,P,59,56,SIPIL,SIPIL,0,0,3,0.250,0.393,0.250
Kalah,5,Indragiri Hulu,PARPOL,Rizal Zamzami,Yoghi Susilo,L,L,39,31,SIPIL,SIPIL,0,0,2,0.167,0.188,0.200
Menang,4,Kepulauan Meranti,PARPOL,Muhammad Adil,Asmar,L,L,48,58,SIPIL,SIPIL,0,0,2,0.167,0.324,0.267
Kalah,4,Kepulauan Meranti,PARPOL,Hery Saputra,Muhammad Khozin,L,L,40,38,SIPIL,SIPIL,0,0,3,0.250,0.273,0.300
Kalah,4,Kepulauan Meranti,PARPOL,Mahmuzin,Nuriman,L,L,44,57,SIPIL,SIPIL,0,0,2,0.167,0.169,0.200
Kalah,4,Kepulauan Meranti,PARPOL,Said Hasyim,Abdul Rauf,L,L,62,38,SIPIL,SIPIL,2,0,2,0.167,0.235,0.200
Menang,3,Kuantan Singingi,PARPOL,Andi Putra,Suhardiman Amby,L,L,33,51,SIPIL,SIPIL,0,0,3,0.250,0.235,0.257
Kalah,3,Kuantan Singingi,PARPOL,Mursini,Indra Putra,L,L,62,42,SIPIL,SIPIL,1,0,3,0.250,0.237,0.314
Kalah,3,Kuantan Singingi,PARPOL,Halim,Komperensi,L,P,55,47,SIPIL,SIPIL,2,0,4,0.333,0.529,0.429
Kalah,4,Pelalawan,PARPOL,Abu Mansur Matridi,Habibi Hapri,L,L,42,35,SIPIL,SIPIL,0,0,3,0.250,0.164,0.257
Menang,4,Pelalawan,PARPOL,Zukri Misran,Nasarudin,L,L,41,38,SIPIL,SIPIL,0,0,3,0.250,0.357,0.286
Kalah,4,Pelalawan,PARPOL,Husni Thamrin,Tengku Edy Sabili,L,L,41,54,SIPIL,SIPIL,0,0,2,0.167,0.230,0.200
Kalah,4,Pelalawan,PARPOL,Adi Sukemi,Muhammad Rais,L,L,43,46,SIPIL,SIPIL,0,0,1,0.083,0.148,0.257
Kalah,4,Rokan Hilir,PARPOL,Cutra Andika,Muhammad Rafik,L,L,40,48,SIPIL,SIPIL,0,0,2,0.167,0.087,0.200
Kalah,4,Rokan Hilir,PARPOL,Suyatno,Jamiludin,L,L,63,52,SIPIL,SIPIL,1,2,2,0.167,0.299,0.244
Kalah,4,Rokan Hilir,PARPOL,Asri Auzar,Fuad Ahmad,L,L,54,59,SIPIL,SIPIL,0,0,4,0.333,0.410,0.333
Menang,4,Rokan Hilir,PARPOL,Afrizal,Sulaiman,L,L,44,39,SIPIL,SIPIL,0,0,2,0.167,0.204,0.178
Kalah,3,Rokan Hulu,PARPOL,Hamulian,Syahril Topan,L,L,53,47,SIPIL,SIPIL,0,0,2,0.167,0.181,0.200
Menang,3,Rokan Hulu,PARPOL,Sukiman,Indra Gunawan,L,L,67,51,SIPIL,SIPIL,1,0,6,0.500,0.642,0.600
Kalah,3,Rokan Hulu,PARPOL,Hafith Syukri,Erizal,L,L,58,45,SIPIL,SIPIL,0,0,2,0.167,0.177,0.200
Kalah,3,Siak,PARPOL,Sayed Abubakar,Reni Nurita,L,P,46,47,SIPIL,SIPIL,0,0,2,0.167,0.181,0.200
Menang,3,Siak,PARPOL,Alfedri,Husni Merza,L,L,53,46,SIPIL,SIPIL,1,0,6,0.500,0.313,0.400
Kalah,3,Siak,PARPOL,Said Ariffadillah,Sujarwo,L,L,59,43,SIPIL,SIPIL,0,0,3,0.250,0.506,0.400
Kalah,4,Dumai,PARPOL,Hendri Sandra,Muhammad Rizal Akbar,L,L,49,46,SIPIL,SIPIL,0,0,2,0.167,0.358,0.233
Kalah,4,Dumai,PARPOL,Eko Suharjo,Syarifah,L,P,46,41,SIPIL,SIPIL,2,0,3,0.250,0.242,0.300
Menang,4,Dumai,PARPOL,Paisal,Amris,L,L,45,63,SIPIL,SIPIL,0,0,2,0.167,0.136,0.233
Kalah,4,Dumai,PARPOL,Edi Sepen,Zainal Abidin,L,L,52,57,SIPIL,SIPIL,0,0,2,0.167,0.164,0.233
Kalah,3,Batanghari,PARPOL,Yunnita Asmara,Muhammad Mahdan,P,L,49,49,SIPIL,SIPIL,0,0,3,0.250,0.506,0.314
Kalah,3,Batanghari,PARPOL,Muhammad Firdaus,Camelia Puji Astuti,L,P,45,42,SIPIL,SIPIL,0,0,3,0.250,0.257,0.314
Menang,3,Batanghari,PARPOL,Muhammad Fadhil Arief,Bakhtiar,L,L,45,59,SIPIL,SIPIL,0,0,4,0.333,0.237,0.343
Kalah,2,Bungo,PARPOL,Sudirman Zaini,Erick Muhammad Henrizal,L,L,68,42,SIPIL,SIPIL,0,0,6,0.500,0.701,0.486
